IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.26.131,2053,2053,true,NRT,Asia Pacific,Tokyo,199,2.63
47.243.173.187,443,443,true,HKG,Asia Pacific,Hong Kong,48,2.63
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,2.62
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,134,2.61
47.236.71.226,2096,2096,true,SIN,Asia Pacific,Singapore,98,2.61
47.236.15.73,2052,2052,false,SIN,Asia Pacific,Singapore,40,2.60
47.245.41.69,8880,8880,false,LAX,North America,Los Angeles,182,2.60
8.210.119.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,2.60
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,86,2.60
47.236.12.73,2087,2087,true,SIN,Asia Pacific,Singapore,77,2.59
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,2.58
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,2.58
8.222.229.102,8443,8443,true,SIN,Asia Pacific,Singapore,76,2.58
8.219.197.111,2086,2086,false,SIN,Asia Pacific,Singapore,16,2.58
8.222.249.98,8080,8080,false,SIN,Asia Pacific,Singapore,4,2.58
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,121,2.57
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,2.57
47.236.15.73,2052,2052,false,SIN,Asia Pacific,Singapore,27,2.57
47.245.108.213,2096,2096,true,SIN,Asia Pacific,Singapore,85,2.56
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,2.56
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,2.55
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,2.55
8.218.156.91,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,2.54
8.218.119.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,2.54
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,2.54
47.91.31.231,2086,2086,false,LAX,North America,Los Angeles,188,2.53
47.236.4.129,8080,8080,false,SIN,Asia Pacific,Singapore,23,2.53
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,2.52
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,2.52
47.236.4.129,2052,2052,false,SIN,Asia Pacific,Singapore,27,2.52
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,2.51
47.236.172.41,2095,2095,false,SIN,Asia Pacific,Singapore,23,2.51
47.74.15.120,2096,2096,true,LAX,North America,Los Angeles,251,2.50
47.74.10.135,2083,2083,true,LAX,North America,Los Angeles,245,2.50
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,2.50
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,39,2.50
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,2.48
47.245.62.84,80,80,false,LAX,North America,Los Angeles,179,2.48
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,2.47
47.74.11.45,2082,2082,false,HKG,Asia Pacific,Hong Kong,156,2.46
47.76.77.103,443,443,true,HKG,Asia Pacific,Hong Kong,52,2.46
47.236.19.51,2053,2053,true,SIN,Asia Pacific,Singapore,79,2.46
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,2.45
47.236.111.174,443,443,true,SIN,Asia Pacific,Singapore,87,2.45
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,2.44
8.219.153.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,239,2.44
47.76.80.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,2.44
47.236.176.144,2095,2095,false,SIN,Asia Pacific,Singapore,4,2.44
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,73,2.44
47.74.42.111,80,80,false,NRT,Asia Pacific,Tokyo,110,2.44
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,141,2.43
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,2.43
47.245.41.169,2053,2053,true,LAX,North America,Los Angeles,214,2.42
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,152,2.42
8.222.238.141,2052,2052,false,SIN,Asia Pacific,Singapore,12,2.42
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,2.42
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,64,2.40
47.74.11.251,8443,8443,true,LAX,North America,Los Angeles,306,2.40
8.222.221.197,2095,2095,false,SIN,Asia Pacific,Singapore,5,2.40
8.219.153.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,106,2.39
47.236.130.95,2087,2087,true,SIN,Asia Pacific,Singapore,79,2.39
8.222.255.15,80,80,false,SIN,Asia Pacific,Singapore,40,2.39
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,37,2.39
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,49,2.38
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,2.38
47.236.125.62,2096,2096,true,LAX,North America,Los Angeles,272,2.38
47.74.35.51,2095,2095,false,HKG,Asia Pacific,Hong Kong,159,2.38
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,2.37
8.210.151.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,2.36
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,2.36
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,12,2.36
47.245.54.58,8443,8443,true,NRT,Asia Pacific,Tokyo,166,2.35
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,2.35
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,67,2.34
47.245.10.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,215,2.34
47.245.55.94,2083,2083,true,LAX,North America,Los Angeles,196,2.34
47.74.10.135,2095,2095,false,LAX,North America,Los Angeles,172,2.34
8.218.158.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,2.33
47.245.108.213,2086,2086,false,SIN,Asia Pacific,Singapore,35,2.33
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,2.33
47.245.56.29,2053,2053,true,NRT,Asia Pacific,Tokyo,148,2.32
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,2.32
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,2.32
8.222.198.105,8080,8080,false,SIN,Asia Pacific,Singapore,5,2.32
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,2.32
47.243.70.197,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,2.31
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,46,2.31
47.245.54.197,2053,2053,true,LAX,North America,Los Angeles,214,2.31
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,2.31
8.218.158.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,2.31
8.218.119.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,153,2.30
47.236.148.174,2086,2086,false,SIN,Asia Pacific,Singapore,15,2.30
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,2.30
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,2.30
8.209.255.195,2095,2095,false,HKG,Asia Pacific,Hong Kong,160,2.30
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,25,2.30
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,84,2.29
47.236.7.246,8443,8443,true,SIN,Asia Pacific,Singapore,82,2.28
47.74.43.229,2082,2082,false,HKG,Asia Pacific,Hong Kong,198,2.28
8.210.146.108,443,443,true,HKG,Asia Pacific,Hong Kong,78,2.28
8.209.240.227,2082,2082,false,NRT,Asia Pacific,Tokyo,74,2.28
8.218.105.223,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,2.27
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,2.27
47.74.45.143,80,80,false,LAX,North America,Los Angeles,183,2.27
47.245.108.213,2053,2053,true,SIN,Asia Pacific,Singapore,63,2.27
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,151,2.26
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,2.25
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,2.25
47.89.191.155,443,443,true,IAD,North America,Ashburn,246,2.25
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,2.24
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,60,2.23
8.210.117.18,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,2.23
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,2.23
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,72,2.21
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,2.19
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,2.19
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,2.19
47.245.58.250,2096,2096,true,NRT,Asia Pacific,Tokyo,140,2.18
47.245.57.109,2052,2052,false,SIN,Asia Pacific,Singapore,157,2.18
47.76.94.15,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,2.17
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,2.17
47.245.118.197,8443,8443,true,SIN,Asia Pacific,Singapore,56,2.17
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,102,2.17
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,46,2.17
47.236.87.206,2086,2086,false,SIN,Asia Pacific,Singapore,6,2.16
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,2.16
47.236.99.131,2086,2086,false,SIN,Asia Pacific,Singapore,27,2.15
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,2.15
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,2.15
47.245.55.99,2087,2087,true,NRT,Asia Pacific,Tokyo,115,2.14
47.245.6.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,249,2.14
47.236.116.208,8080,8080,false,SIN,Asia Pacific,Singapore,25,2.13
47.245.53.50,80,80,false,LAX,North America,Los Angeles,174,2.13
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,74,2.13
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,2.13
47.74.5.233,8080,8080,false,HKG,Asia Pacific,Hong Kong,148,2.12
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,2.12
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,2.11
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,2.11
8.218.149.193,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,2.11
47.74.5.99,2083,2083,true,LAX,North America,Los Angeles,237,2.11
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,2.10
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,2.10
8.222.202.163,2095,2095,false,SIN,Asia Pacific,Singapore,16,2.10
47.245.34.140,2083,2083,true,LAX,North America,Los Angeles,341,2.10
47.74.15.117,8880,8880,false,HKG,Asia Pacific,Hong Kong,162,2.09
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,2.09
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,71,2.08
47.236.82.218,8080,8080,false,SIN,Asia Pacific,Singapore,24,2.08
8.219.153.237,8443,8443,true,LAX,North America,Los Angeles,280,2.08
47.91.1.199,2086,2086,false,LAX,North America,Los Angeles,186,2.07
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,2.07
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,2.07
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,2.07
47.245.113.117,2086,2086,false,SIN,Asia Pacific,Singapore,6,2.06
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,2.05
8.218.158.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,2.04
8.222.153.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,2.04
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,2.03
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,2.03
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,44,2.02
8.218.174.118,443,443,true,HKG,Asia Pacific,Hong Kong,68,2.02
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,270,2.02
47.74.23.99,8880,8880,false,NRT,Asia Pacific,Tokyo,72,2.02
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,35,2.02
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,2.01
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,2.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,78,1.99
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,43,1.99
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,1.98
8.218.18.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,72,1.97
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,67,1.97
47.76.94.15,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,1.96
8.219.167.113,2096,2096,true,SIN,Asia Pacific,Singapore,70,1.96
47.236.114.167,8880,8880,false,SIN,Asia Pacific,Singapore,17,1.96
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,1.96
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,1.95
8.218.85.128,443,443,true,HKG,Asia Pacific,Hong Kong,69,1.95
47.245.113.117,2083,2083,true,SIN,Asia Pacific,Singapore,99,1.95
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,1.93
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,19,1.93
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,1.93
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,1.91
47.74.50.249,8880,8880,false,LAX,North America,Los Angeles,186,1.91
8.218.158.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,109,1.91
8.218.105.223,80,80,false,HKG,Asia Pacific,Hong Kong,38,1.91
47.76.37.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,1.91
47.245.53.101,2082,2082,false,NRT,Asia Pacific,Tokyo,76,1.90
8.218.149.193,80,80,false,HKG,Asia Pacific,Hong Kong,40,1.90
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,1.90
8.209.255.195,2086,2086,false,HKG,Asia Pacific,Hong Kong,165,1.89
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,1.89
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,1.88
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,1.88
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,1.88
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,1.87
8.222.138.164,2086,2086,false,SIN,Asia Pacific,Singapore,14,1.86
8.209.243.99,8880,8880,false,NRT,Asia Pacific,Tokyo,78,1.86
47.91.22.115,80,80,false,NRT,Asia Pacific,Tokyo,103,1.85
8.222.254.91,2087,2087,true,SIN,Asia Pacific,Singapore,57,1.84
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,1.84
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,1.84
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,1.82
47.74.34.73,80,80,false,NRT,Asia Pacific,Tokyo,75,1.82
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,1.82
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,1.81
47.245.6.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,256,1.81
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,1.81
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,1.80
47.245.57.109,2087,2087,true,HKG,Asia Pacific,Hong Kong,219,1.80
47.74.10.135,8080,8080,false,LAX,North America,Los Angeles,183,1.79
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,1.78
47.245.59.243,2095,2095,false,NRT,Asia Pacific,Tokyo,78,1.78
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,1.78
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,1.77
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,1.76
47.74.43.24,2052,2052,false,LAX,North America,Los Angeles,177,1.76
8.222.229.102,2053,2053,true,SIN,Asia Pacific,Singapore,61,1.75
8.219.97.179,2052,2052,false,SIN,Asia Pacific,Singapore,6,1.75
47.245.9.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,232,1.74
8.218.105.223,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,1.73
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,1.73
8.222.138.164,2095,2095,false,SIN,Asia Pacific,Singapore,12,1.72
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.72
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,40,1.72
47.245.33.56,2052,2052,false,NRT,Asia Pacific,Tokyo,74,1.70
47.242.59.216,443,443,true,HKG,Asia Pacific,Hong Kong,76,1.70
47.245.107.174,2083,2083,true,SIN,Asia Pacific,Singapore,74,1.70
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,1.68
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,1.68
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,14,1.68
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,1.68
8.219.103.126,2053,2053,true,SIN,Asia Pacific,Singapore,168,1.68
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,1.67
47.236.175.189,8880,8880,false,SIN,Asia Pacific,Singapore,14,1.67
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,76,1.67
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,1.66
47.245.52.240,2087,2087,true,NRT,Asia Pacific,Tokyo,156,1.66
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,9,1.65
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,1.65
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,1.65
8.218.243.95,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,1.65
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,42,1.64
47.245.56.50,2053,2053,true,LAX,North America,Los Angeles,234,1.64
8.218.127.249,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,1.64
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,1.64
47.245.108.213,2083,2083,true,SIN,Asia Pacific,Singapore,87,1.63
47.245.55.235,2082,2082,false,NRT,Asia Pacific,Tokyo,77,1.63
47.236.11.68,8880,8880,false,SIN,Asia Pacific,Singapore,29,1.62
8.218.149.193,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,1.62
47.74.34.162,8080,8080,false,LAX,North America,Los Angeles,178,1.62
8.222.229.102,2083,2083,true,SIN,Asia Pacific,Singapore,32,1.62
8.219.66.156,2087,2087,true,LAX,North America,Los Angeles,268,1.62
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,1.61
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,44,1.61
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,1.61
8.209.214.157,8080,8080,false,NRT,Asia Pacific,Tokyo,73,1.61
8.222.212.219,2083,2083,true,SIN,Asia Pacific,Singapore,112,1.61
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,42,1.60
47.236.87.206,8443,8443,true,SIN,Asia Pacific,Singapore,72,1.60
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,1.60
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,70,1.60
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,44,1.60
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,65,1.60
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,1.58
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,114,1.58
47.74.49.62,2052,2052,false,LAX,North America,Los Angeles,180,1.57
47.243.162.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,1.57
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,1.57
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,43,1.57
47.236.173.200,2053,2053,true,SIN,Asia Pacific,Singapore,135,1.57
47.74.41.87,2082,2082,false,NRT,Asia Pacific,Tokyo,70,1.55
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,11,1.54
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,1.54
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,1.54
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,1.53
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,1.51
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,85,1.51
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,122,1.51
47.74.43.24,80,80,false,LAX,North America,Los Angeles,214,1.50
47.236.171.20,2053,2053,true,SIN,Asia Pacific,Singapore,118,1.50
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,145,1.50
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,1.50
8.219.77.141,80,80,false,SJC,North America,San Jose,10,1.50
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,1.49
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,11,1.48
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,1.47
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,1.47
47.74.42.17,2086,2086,false,LAX,North America,Los Angeles,186,1.47
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,1.46
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,41,1.46
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,1.46
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,80,1.46
47.74.42.111,2086,2086,false,NRT,Asia Pacific,Tokyo,74,1.45
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,103,1.44
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,1.43
47.74.39.194,2095,0,false,LAX,North America,Los Angeles,189,1.42
47.245.32.215,8080,8080,false,LAX,North America,Los Angeles,183,1.40
47.236.111.174,443,443,true,SIN,Asia Pacific,Singapore,95,1.40
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,87,1.39
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,47,1.39
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,1.39
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,1.38
47.245.37.12,8080,8080,false,LAX,North America,Los Angeles,189,1.38
47.245.113.12,2096,2096,true,SIN,Asia Pacific,Singapore,129,1.38
8.219.109.183,443,443,true,SIN,Asia Pacific,Singapore,77,1.37
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,117,1.36
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,105,1.36
47.245.108.5,80,0,false,SIN,Asia Pacific,Singapore,4,1.35
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,1.35
47.76.80.72,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,1.34
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,50,1.34
47.245.40.161,2086,2086,false,NRT,Asia Pacific,Tokyo,74,1.34
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,8,1.33
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,1.33
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,19,1.32
47.245.11.118,2087,2087,true,LAX,North America,Los Angeles,320,1.32
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,1.32
47.245.115.6,8080,8080,false,SIN,Asia Pacific,Singapore,8,1.32
47.236.114.167,2082,2082,false,SIN,Asia Pacific,Singapore,16,1.32
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,1.32
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,1.31
47.74.23.99,2095,2095,false,NRT,Asia Pacific,Tokyo,73,1.31
8.219.66.156,8443,8443,true,LAX,North America,Los Angeles,259,1.29
47.245.113.117,80,80,false,SIN,Asia Pacific,Singapore,15,1.28
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,1.27
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,83,1.26
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,78,1.26
47.245.57.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,229,1.26
8.218.158.94,443,443,true,HKG,Asia Pacific,Hong Kong,93,1.25
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,1.25
47.74.39.194,8080,8080,false,LAX,North America,Los Angeles,207,1.24
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,1.24
47.236.112.218,443,443,true,SIN,Asia Pacific,Singapore,110,1.24
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,90,1.24
47.91.29.108,8080,8080,false,LAX,North America,Los Angeles,198,1.23
47.245.56.121,8080,8080,false,SIN,Asia Pacific,Singapore,158,1.23
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,116,1.23
8.222.153.11,2096,2096,true,LAX,North America,Los Angeles,277,1.22
47.74.34.73,8880,8880,false,NRT,Asia Pacific,Tokyo,80,1.22
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,1.22
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,1.20
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,106,1.20
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,1.20
8.218.158.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,1.19
47.91.22.115,2086,2086,false,NRT,Asia Pacific,Tokyo,88,1.19
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,1.19
47.74.5.99,2053,2053,true,LAX,North America,Los Angeles,217,1.18
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,219,1.18
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,1.17
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,1.15
